age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,revenue_if_converted,revenue_realized
41,blue-collar,basic.6y,outbound,may,fri,149,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105061,34.0,640,0
41,blue-collar,basic.6y,outbound,may,fri,174,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105062,34.0,640,0
26,services,basic.9y,outbound,may,fri,83,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105063,12.0,640,0
54,management,basic.4y,outbound,may,fri,92,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105064,12.0,640,0
41,blue-collar,basic.6y,outbound,may,fri,245,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105065,34.0,640,0
45,management,unknown,outbound,may,fri,260,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105066,46.5,640,0
38,admin.,high.school,outbound,may,fri,346,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105067,46.5,640,0
33,services,high.school,outbound,may,fri,271,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105068,18.5,640,0
26,blue-collar,high.school,outbound,may,fri,203,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105069,9.75,640,0
42,management,university.degree,outbound,may,fri,206,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105070,46.5,640,0
35,admin.,university.degree,outbound,may,fri,218,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105071,27.25,640,0
41,blue-collar,basic.6y,outbound,may,fri,621,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105072,34.0,640,0
35,services,high.school,outbound,may,fri,1349,1.1,93.994,-36.4,4.857,5191.0,1,Vendor B - Coastal Direct,105073,34.0,640,640
53,blue-collar,basic.4y,outbound,may,fri,385,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105074,34.0,640,0
38,admin.,university.degree,outbound,may,fri,70,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105075,46.5,640,0
30,technician,professional.course,outbound,may,fri,509,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105076,18.5,640,0
57,retired,high.school,outbound,may,fri,128,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105077,34.0,640,0
37,blue-collar,basic.9y,outbound,may,fri,136,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105078,46.5,640,0
46,admin.,high.school,outbound,may,fri,132,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105079,27.25,640,0
37,admin.,high.school,outbound,may,fri,3,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105080,12.0,640,0
54,blue-collar,basic.4y,outbound,may,fri,1171,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105081,18.5,640,0
47,blue-collar,basic.4y,outbound,may,fri,107,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105082,34.0,640,0
41,management,university.degree,outbound,may,fri,359,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105083,34.0,640,0
49,technician,professional.course,outbound,may,fri,736,1.1,93.994,-36.4,4.857,5191.0,1,Vendor F - Summit Outreach,105084,27.25,640,640
51,unemployed,basic.9y,outbound,may,fri,217,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105085,46.5,640,0
53,admin.,basic.9y,outbound,may,fri,121,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105086,12.0,640,0
36,blue-collar,high.school,outbound,may,fri,154,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105087,34.0,640,0
55,housemaid,basic.4y,outbound,may,fri,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105088,9.75,640,0
47,admin.,high.school,outbound,may,fri,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105089,46.5,640,0
25,services,high.school,outbound,may,fri,89,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105090,12.0,640,0
27,blue-collar,basic.9y,outbound,may,fri,412,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105091,46.5,640,0
47,blue-collar,basic.4y,outbound,may,fri,302,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105092,34.0,640,0
36,technician,professional.course,outbound,may,fri,90,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105093,34.0,640,0
50,admin.,basic.9y,outbound,may,fri,145,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105094,27.25,640,0
53,blue-collar,basic.9y,outbound,may,fri,203,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105095,34.0,640,0
37,self-employed,professional.course,outbound,may,fri,254,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105096,12.0,640,0
36,services,basic.9y,outbound,may,fri,230,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105097,46.5,640,0
53,blue-collar,basic.9y,outbound,may,fri,373,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105098,34.0,640,0
42,blue-collar,basic.4y,outbound,may,fri,72,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105099,12.0,640,0
39,blue-collar,basic.4y,outbound,may,fri,534,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105100,34.0,640,0
46,entrepreneur,high.school,outbound,may,fri,225,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105101,12.0,640,0
32,services,high.school,outbound,may,fri,445,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105102,34.0,640,0
28,technician,university.degree,outbound,may,fri,193,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105103,9.75,640,0
40,blue-collar,basic.9y,outbound,may,fri,76,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105104,12.0,640,0
26,blue-collar,basic.9y,outbound,may,fri,268,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105105,9.75,640,0
30,services,unknown,outbound,may,fri,154,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105106,18.5,640,0
38,technician,basic.6y,outbound,may,fri,785,1.1,93.994,-36.4,4.857,5191.0,1,Vendor E - Fieldstone List,105107,9.75,640,640
37,technician,basic.9y,outbound,may,fri,298,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105108,34.0,640,0
39,self-employed,university.degree,outbound,may,fri,286,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105109,18.5,640,0
36,blue-collar,high.school,outbound,may,fri,442,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105110,34.0,640,0
29,admin.,high.school,outbound,may,fri,206,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105111,12.0,640,0
22,blue-collar,basic.6y,outbound,may,fri,1073,1.1,93.994,-36.4,4.857,5191.0,1,Vendor B - Coastal Direct,105112,34.0,640,640
49,blue-collar,basic.4y,outbound,may,fri,299,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105113,27.25,640,0
31,admin.,university.degree,outbound,may,fri,162,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105114,46.5,640,0
49,blue-collar,basic.4y,outbound,may,fri,504,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105115,27.25,640,0
41,blue-collar,basic.4y,outbound,may,fri,488,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105116,34.0,640,0
47,management,basic.4y,outbound,may,fri,190,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105117,18.5,640,0
47,admin.,university.degree,outbound,may,fri,139,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105118,46.5,640,0
38,admin.,university.degree,outbound,may,fri,124,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105119,46.5,640,0
43,admin.,high.school,outbound,may,fri,425,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105120,46.5,640,0
46,services,high.school,outbound,may,fri,290,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105121,9.75,640,0
33,blue-collar,basic.6y,outbound,may,fri,152,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105122,46.5,640,0
27,blue-collar,basic.9y,outbound,may,fri,168,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105123,46.5,640,0
53,technician,professional.course,outbound,may,fri,204,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105124,34.0,640,0
30,management,university.degree,outbound,may,fri,164,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105125,9.75,640,0
47,blue-collar,basic.9y,outbound,may,fri,322,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105126,34.0,640,0
55,blue-collar,professional.course,outbound,may,fri,530,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105127,46.5,640,0
60,retired,basic.4y,outbound,may,fri,237,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105128,27.25,640,0
48,technician,high.school,outbound,may,fri,360,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105129,27.25,640,0
42,blue-collar,basic.4y,outbound,may,fri,57,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105130,12.0,640,0
48,technician,high.school,outbound,may,fri,700,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105131,27.25,640,0
48,technician,high.school,outbound,may,fri,601,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105132,27.25,640,0
42,blue-collar,basic.4y,outbound,may,fri,231,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105133,12.0,640,0
46,admin.,university.degree,outbound,may,fri,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105134,27.25,640,0
36,services,basic.9y,outbound,may,fri,86,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105135,46.5,640,0
29,technician,university.degree,outbound,may,fri,256,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105136,34.0,640,0
50,blue-collar,high.school,outbound,may,fri,106,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105137,34.0,640,0
33,admin.,unknown,outbound,may,fri,134,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105138,12.0,640,0
37,management,university.degree,outbound,may,fri,415,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105139,46.5,640,0
42,technician,university.degree,outbound,may,fri,293,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105140,9.75,640,0
24,services,basic.9y,outbound,may,fri,816,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105141,12.0,640,0
55,technician,university.degree,outbound,may,fri,435,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105142,12.0,640,0
38,blue-collar,basic.9y,outbound,may,fri,100,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105143,27.25,640,0
36,blue-collar,university.degree,outbound,may,fri,297,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105144,34.0,640,0
45,unemployed,university.degree,outbound,may,fri,191,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105145,9.75,640,0
38,blue-collar,basic.9y,outbound,may,fri,58,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105146,27.25,640,0
51,admin.,unknown,outbound,may,fri,152,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105147,27.25,640,0
48,technician,high.school,outbound,may,fri,533,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105148,27.25,640,0
46,admin.,university.degree,outbound,may,fri,28,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105149,27.25,640,0
47,management,university.degree,outbound,may,fri,63,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105150,18.5,640,0
33,entrepreneur,university.degree,outbound,may,fri,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105151,46.5,640,0
39,admin.,high.school,outbound,may,fri,202,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105152,12.0,640,0
47,management,university.degree,outbound,may,fri,181,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105153,18.5,640,0
37,blue-collar,basic.9y,outbound,may,fri,240,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105154,46.5,640,0
47,entrepreneur,university.degree,outbound,may,fri,354,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105155,46.5,640,0
29,services,university.degree,outbound,may,fri,210,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105156,27.25,640,0
44,housemaid,high.school,outbound,may,fri,293,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105157,27.25,640,0
45,blue-collar,basic.4y,outbound,may,fri,108,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105158,27.25,640,0
47,blue-collar,basic.4y,outbound,may,fri,223,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105159,34.0,640,0
38,entrepreneur,university.degree,outbound,may,fri,275,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105160,18.5,640,0
25,housemaid,basic.9y,outbound,may,fri,263,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105161,12.0,640,0
47,blue-collar,basic.6y,outbound,may,fri,600,1.1,93.994,-36.4,4.857,5191.0,1,Vendor B - Coastal Direct,105162,34.0,640,640
55,housemaid,professional.course,outbound,may,fri,85,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105163,9.75,640,0
56,retired,high.school,outbound,may,fri,319,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105164,9.75,640,0
44,blue-collar,basic.4y,outbound,may,fri,242,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105165,27.25,640,0
36,technician,university.degree,outbound,may,fri,128,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105166,34.0,640,0
40,blue-collar,basic.9y,outbound,may,fri,236,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105167,12.0,640,0
46,blue-collar,unknown,outbound,may,fri,67,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105168,18.5,640,0
48,blue-collar,basic.9y,outbound,may,fri,246,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105169,27.25,640,0
40,self-employed,high.school,outbound,may,fri,83,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105170,27.25,640,0
37,technician,professional.course,outbound,may,fri,391,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105171,34.0,640,0
58,services,professional.course,outbound,may,fri,293,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105172,27.25,640,0
50,technician,professional.course,outbound,may,fri,245,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105173,12.0,640,0
55,retired,high.school,outbound,may,fri,924,1.1,93.994,-36.4,4.857,5191.0,1,Vendor C - Apex Data Group,105174,12.0,640,640
55,blue-collar,basic.4y,outbound,may,fri,334,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105175,46.5,640,0
51,management,university.degree,outbound,may,fri,317,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105176,27.25,640,0
45,admin.,university.degree,outbound,may,fri,134,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105177,12.0,640,0
39,technician,professional.course,outbound,may,fri,110,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105178,18.5,640,0
47,blue-collar,basic.4y,outbound,may,fri,37,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105179,34.0,640,0
55,admin.,high.school,outbound,may,fri,188,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105180,18.5,640,0
41,services,high.school,outbound,may,fri,911,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105181,46.5,640,0
48,blue-collar,basic.6y,outbound,may,fri,379,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105182,27.25,640,0
41,technician,university.degree,outbound,may,fri,206,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105183,27.25,640,0
41,blue-collar,basic.6y,outbound,may,fri,160,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105184,34.0,640,0
30,services,high.school,outbound,may,fri,156,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105185,18.5,640,0
32,entrepreneur,high.school,outbound,may,fri,314,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105186,34.0,640,0
56,unemployed,university.degree,outbound,may,fri,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105187,46.5,640,0
53,technician,professional.course,outbound,may,fri,260,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105188,34.0,640,0
39,admin.,university.degree,outbound,may,fri,78,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105189,12.0,640,0
48,technician,high.school,outbound,may,fri,115,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105190,27.25,640,0
42,admin.,high.school,outbound,may,fri,99,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105191,18.5,640,0
36,blue-collar,basic.9y,outbound,may,fri,95,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105192,34.0,640,0
35,technician,professional.course,outbound,may,fri,14,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105193,27.25,640,0
47,admin.,unknown,outbound,may,fri,230,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105194,46.5,640,0
38,blue-collar,basic.4y,outbound,may,fri,438,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105195,27.25,640,0
59,retired,university.degree,outbound,may,fri,35,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105196,34.0,640,0
34,admin.,basic.6y,outbound,may,fri,111,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105197,12.0,640,0
47,management,basic.4y,outbound,may,fri,463,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105198,18.5,640,0
53,services,university.degree,outbound,may,fri,252,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105199,9.75,640,0
44,self-employed,university.degree,outbound,may,fri,38,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105200,12.0,640,0
48,services,high.school,outbound,may,fri,127,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105201,27.25,640,0
50,blue-collar,basic.6y,outbound,may,fri,66,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105202,34.0,640,0
44,housemaid,unknown,outbound,may,fri,234,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105203,27.25,640,0
33,unemployed,basic.9y,outbound,may,fri,691,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105204,46.5,640,0
42,entrepreneur,high.school,outbound,may,fri,81,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105205,12.0,640,0
45,services,basic.9y,outbound,may,fri,270,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105206,9.75,640,0
51,blue-collar,basic.4y,outbound,may,fri,153,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105207,34.0,640,0
35,blue-collar,professional.course,outbound,may,fri,65,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105208,18.5,640,0
55,technician,university.degree,outbound,may,fri,390,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105209,12.0,640,0
32,services,professional.course,outbound,may,fri,249,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105210,34.0,640,0
42,blue-collar,basic.9y,outbound,may,fri,31,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105211,12.0,640,0
42,admin.,university.degree,outbound,may,fri,161,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105212,18.5,640,0
57,blue-collar,unknown,outbound,may,fri,369,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105213,46.5,640,0
57,admin.,high.school,outbound,may,fri,162,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105214,18.5,640,0
46,blue-collar,basic.9y,outbound,may,fri,118,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105215,18.5,640,0
42,admin.,university.degree,outbound,may,fri,397,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105216,18.5,640,0
38,blue-collar,basic.9y,outbound,may,fri,227,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105217,27.25,640,0
31,technician,university.degree,outbound,may,fri,7,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105218,34.0,640,0
44,admin.,high.school,outbound,may,fri,465,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105219,9.75,640,0
28,blue-collar,basic.9y,outbound,may,fri,137,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105220,46.5,640,0
29,admin.,university.degree,outbound,may,fri,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105221,12.0,640,0
56,retired,basic.4y,outbound,may,fri,665,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105222,9.75,640,0
47,management,university.degree,outbound,may,fri,80,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105223,18.5,640,0
26,student,basic.9y,outbound,may,fri,164,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105224,27.25,640,0
39,management,university.degree,outbound,may,fri,145,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105225,34.0,640,0
51,services,unknown,outbound,may,fri,25,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105226,12.0,640,0
54,technician,university.degree,outbound,may,fri,187,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105227,12.0,640,0
42,unemployed,basic.9y,outbound,may,fri,76,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105228,18.5,640,0
57,blue-collar,basic.4y,outbound,may,fri,163,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105229,46.5,640,0
27,blue-collar,basic.9y,outbound,may,fri,152,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105230,46.5,640,0
27,technician,professional.course,outbound,may,fri,27,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105231,12.0,640,0
59,technician,university.degree,outbound,may,fri,281,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105232,34.0,640,0
47,blue-collar,basic.9y,outbound,may,fri,567,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105233,34.0,640,0
43,admin.,professional.course,outbound,may,fri,284,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105234,46.5,640,0
36,blue-collar,basic.6y,outbound,may,fri,378,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105235,34.0,640,0
47,management,basic.6y,outbound,may,fri,353,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105236,18.5,640,0
38,blue-collar,basic.9y,outbound,may,fri,83,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105237,27.25,640,0
38,entrepreneur,basic.9y,outbound,may,fri,104,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105238,18.5,640,0
33,blue-collar,basic.9y,outbound,may,fri,50,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105239,46.5,640,0
43,entrepreneur,basic.9y,outbound,may,fri,536,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105240,27.25,640,0
39,blue-collar,unknown,outbound,may,fri,496,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105241,34.0,640,0
41,technician,professional.course,outbound,may,fri,139,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105242,27.25,640,0
37,blue-collar,unknown,outbound,may,fri,122,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,105243,46.5,640,0
32,blue-collar,basic.9y,outbound,may,fri,59,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,105244,27.25,640,0
46,management,university.degree,outbound,may,fri,258,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105245,12.0,640,0
49,entrepreneur,university.degree,outbound,may,fri,110,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105246,18.5,640,0
33,services,high.school,outbound,may,fri,466,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105247,18.5,640,0
42,admin.,university.degree,outbound,may,fri,254,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105248,18.5,640,0
23,services,basic.9y,outbound,may,fri,250,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105249,12.0,640,0
28,services,high.school,outbound,may,fri,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,105250,9.75,640,0
39,blue-collar,basic.9y,outbound,may,fri,563,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,105251,34.0,640,0
36,admin.,high.school,outbound,may,fri,147,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,105252,18.5,640,0
27,technician,university.degree,outbound,may,fri,125,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,105253,12.0,640,0
