age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,lead_score,advanced
41,blue-collar,basic.6y,landline-sourced,may,tue,13,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100532,34.0,0.2173605073781673,0
35,blue-collar,basic.9y,landline-sourced,may,tue,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100533,18.5,0.18918213355726823,0
41,technician,high.school,landline-sourced,may,tue,358,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100534,27.25,0.2140424847174041,0
36,services,high.school,landline-sourced,may,tue,162,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100535,46.5,0.1997810011604467,0
35,admin.,high.school,landline-sourced,may,tue,150,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100536,27.25,0.21512813953321477,0
33,blue-collar,basic.4y,landline-sourced,may,tue,26,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100537,46.5,0.19013815809276574,0
38,admin.,basic.6y,landline-sourced,may,tue,250,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100538,46.5,0.23422916205157043,0
33,self-employed,university.degree,landline-sourced,may,tue,792,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100539,46.5,0.22630540261345655,0
55,self-employed,unknown,landline-sourced,may,tue,146,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100540,34.0,0.2073043438976442,0
36,blue-collar,basic.9y,landline-sourced,may,tue,440,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100541,34.0,0.18858973233522508,0
57,technician,professional.course,landline-sourced,may,tue,289,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100542,34.0,0.18587016244934537,0
32,entrepreneur,university.degree,landline-sourced,may,tue,242,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100543,34.0,0.23403590833324797,0
30,self-employed,high.school,landline-sourced,may,tue,123,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100544,46.5,0.2155493932152763,0
43,admin.,professional.course,landline-sourced,may,tue,161,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100545,46.5,0.19159232124923933,0
46,admin.,university.degree,landline-sourced,may,tue,268,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100546,27.25,0.22050634500353825,0
35,admin.,high.school,landline-sourced,may,tue,259,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100547,27.25,0.21512813953321477,0
34,admin.,university.degree,landline-sourced,may,tue,26,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100548,12.0,0.2285850107899708,0
50,blue-collar,basic.4y,landline-sourced,may,tue,153,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100549,34.0,0.1802217653922435,0
39,admin.,university.degree,landline-sourced,may,tue,424,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100550,12.0,0.22519380511769282,0
39,blue-collar,basic.9y,landline-sourced,may,tue,375,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100551,34.0,0.1868210752375143,0
42,entrepreneur,basic.6y,landline-sourced,may,tue,179,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100552,12.0,0.23556946439337811,0
57,retired,university.degree,landline-sourced,may,tue,383,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100553,34.0,0.2867997188097954,0
45,blue-collar,basic.4y,landline-sourced,may,tue,440,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100554,27.25,0.1830957735726577,0
40,technician,basic.4y,landline-sourced,may,tue,195,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100555,9.75,0.2018955448677924,0
42,blue-collar,high.school,landline-sourced,may,tue,1297,1.1,93.994,-36.4,4.857,5191.0,1,Vendor C - Apex Data Group,100556,12.0,0.19682065638443397,0
40,technician,basic.4y,landline-sourced,may,tue,217,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100557,9.75,0.2018955448677924,0
38,blue-collar,basic.4y,landline-sourced,may,tue,87,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100558,27.25,0.18717893621549117,0
39,blue-collar,basic.6y,landline-sourced,may,tue,427,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100559,34.0,0.21867893169806868,0
41,blue-collar,basic.4y,landline-sourced,may,tue,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100560,34.0,0.18542048655219945,0
39,blue-collar,basic.6y,landline-sourced,may,tue,502,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100561,34.0,0.21867893169806868,0
41,blue-collar,basic.4y,landline-sourced,may,tue,260,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100562,34.0,0.18542048655219945,0
45,admin.,university.degree,landline-sourced,may,tue,209,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100563,12.0,0.22117167548405509,0
35,admin.,university.degree,landline-sourced,may,tue,179,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100564,27.25,0.2279039052196296,0
35,admin.,basic.6y,landline-sourced,may,tue,179,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100565,27.25,0.23631620705377432,0
49,blue-collar,high.school,landline-sourced,may,tue,69,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100566,27.25,0.1925769985981604,0
36,technician,unknown,landline-sourced,may,tue,105,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100567,34.0,0.22544950823328203,0
23,admin.,university.degree,landline-sourced,may,tue,266,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100568,27.25,0.23617147968306432,0
43,unemployed,university.degree,landline-sourced,may,tue,87,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100569,34.0,0.21640012274953557,0
49,entrepreneur,professional.course,landline-sourced,may,tue,524,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100570,18.5,0.19154963502552105,0
36,technician,professional.course,landline-sourced,may,tue,155,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100571,34.0,0.19847200175347995,0
51,blue-collar,basic.9y,landline-sourced,may,tue,162,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100572,34.0,0.17987426208967355,0
56,retired,basic.4y,landline-sourced,may,tue,316,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100573,9.75,0.2575310729579083,0
45,housemaid,high.school,landline-sourced,may,tue,352,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100574,34.0,0.19564991353650008,0
42,admin.,high.school,landline-sourced,may,tue,695,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100575,18.5,0.21059325098527645,0
41,admin.,high.school,landline-sourced,may,tue,76,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100576,9.75,0.21123677638643654,0
32,services,high.school,landline-sourced,may,tue,535,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100577,34.0,0.20226510822823662,0
46,management,university.degree,landline-sourced,may,tue,310,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100578,12.0,0.21785759785468423,0
37,blue-collar,unknown,landline-sourced,may,tue,390,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100579,46.5,0.20755224300367303,0
53,management,university.degree,landline-sourced,may,tue,369,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100580,27.25,0.2132808075214626,0
30,blue-collar,basic.4y,landline-sourced,may,tue,112,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100581,27.25,0.1919308064509241,0
45,unknown,unknown,landline-sourced,may,tue,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100582,46.5,0.22683741183735423,0
24,technician,professional.course,landline-sourced,may,tue,140,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100583,18.5,0.20595669346685952,0
45,unknown,unknown,landline-sourced,may,tue,315,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100584,46.5,0.22683741183735423,0
34,admin.,university.degree,landline-sourced,may,tue,262,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100585,12.0,0.2285850107899708,0
41,management,university.degree,landline-sourced,may,tue,174,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100586,34.0,0.22116986286179688,0
59,blue-collar,basic.4y,landline-sourced,may,tue,424,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100587,34.0,0.17513746452118956,0
45,blue-collar,basic.4y,landline-sourced,may,tue,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100588,27.25,0.1830957735726577,0
54,blue-collar,basic.6y,landline-sourced,may,tue,36,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100589,18.5,0.2089309733899049,0
32,technician,professional.course,landline-sourced,may,tue,1906,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100590,34.0,0.2009439196849291,0
33,technician,professional.course,landline-sourced,may,tue,219,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100591,34.0,0.20032378735303527,0
32,admin.,university.degree,landline-sourced,may,tue,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100592,27.25,0.22995151461197844,0
34,services,high.school,landline-sourced,may,tue,147,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100593,9.75,0.20102018295705498,0
46,management,university.degree,landline-sourced,may,tue,407,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100594,12.0,0.21785759785468423,0
57,technician,professional.course,landline-sourced,may,tue,402,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100595,34.0,0.18587016244934537,0
42,technician,basic.9y,landline-sourced,may,tue,209,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100596,9.75,0.2008950681362113,0
48,admin.,professional.course,landline-sourced,may,tue,92,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100597,27.25,0.1886157383964577,0
58,admin.,university.degree,landline-sourced,may,tue,208,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100598,46.5,0.21263449548592034,0
34,services,high.school,landline-sourced,may,tue,193,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100599,9.75,0.20102018295705498,0
32,admin.,university.degree,landline-sourced,may,tue,65,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100600,27.25,0.22995151461197844,0
48,blue-collar,basic.9y,landline-sourced,may,tue,284,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100601,27.25,0.1815918392309467,0
47,blue-collar,basic.9y,landline-sourced,may,tue,285,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100602,34.0,0.1821671936418049,0
31,services,high.school,landline-sourced,may,tue,231,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100603,27.25,0.2028897254726913,0
32,admin.,university.degree,landline-sourced,may,tue,278,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100604,27.25,0.22995151461197844,0
32,admin.,university.degree,landline-sourced,may,tue,389,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100605,27.25,0.22995151461197844,0
36,services,high.school,landline-sourced,may,tue,158,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100606,46.5,0.1997810011604467,0
53,blue-collar,basic.4y,landline-sourced,may,tue,78,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100607,34.0,0.17851432040716664,0
37,blue-collar,basic.9y,landline-sourced,may,tue,258,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100608,46.5,0.18799875603288738,0
50,services,high.school,landline-sourced,may,tue,87,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100609,12.0,0.19126726653845422,0
46,blue-collar,basic.6y,landline-sourced,may,tue,147,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100610,18.5,0.2140896096387647,0
41,admin.,high.school,landline-sourced,may,tue,635,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100611,9.75,0.21123677638643654,0
43,blue-collar,basic.4y,landline-sourced,may,tue,289,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100612,18.5,0.18425529189543102,0
51,management,university.degree,landline-sourced,may,tue,170,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100613,27.25,0.21458127070249483,0
38,admin.,university.degree,landline-sourced,may,tue,802,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100614,46.5,0.22586918075248566,0
41,technician,basic.6y,landline-sourced,may,tue,381,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100615,27.25,0.23515566192151077,0
39,services,high.school,landline-sourced,may,tue,218,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100616,34.0,0.19793299114370674,0
52,blue-collar,basic.4y,landline-sourced,may,tue,57,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100617,46.5,0.17908205767127156,0
37,technician,professional.course,landline-sourced,may,tue,304,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100618,34.0,0.19785760905506608,0
41,admin.,basic.9y,landline-sourced,may,tue,241,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100619,9.75,0.1988334697274125,0
46,admin.,university.degree,landline-sourced,may,tue,230,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100620,27.25,0.22050634500353825,0
47,technician,professional.course,landline-sourced,may,tue,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100621,34.0,0.19179246564038996,0
35,technician,professional.course,landline-sourced,may,tue,262,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100622,27.25,0.19908782876667505,0
38,services,high.school,landline-sourced,may,tue,392,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100623,27.25,0.19854755998110962,0
30,blue-collar,unknown,landline-sourced,may,tue,201,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100624,27.25,0.21203923643474282,0
46,blue-collar,basic.9y,landline-sourced,may,tue,145,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100625,18.5,0.1827439639519597,0
30,technician,professional.course,landline-sourced,may,tue,252,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100626,18.5,0.20218849217465606,0
35,services,basic.4y,landline-sourced,may,tue,329,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100627,34.0,0.18824955212183708,0
58,admin.,unknown,landline-sourced,may,tue,328,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100628,46.5,0.20816678264067875,0
40,technician,professional.course,landline-sourced,may,tue,191,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100629,9.75,0.19602303246868577,0
34,technician,university.degree,landline-sourced,may,tue,116,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100630,12.0,0.23155349884432827,0
30,admin.,university.degree,landline-sourced,may,tue,246,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100631,27.25,0.23132373786758023,0
38,services,basic.6y,landline-sourced,may,tue,532,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100632,27.25,0.21855733591965,0
55,management,basic.4y,landline-sourced,may,tue,293,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100633,34.0,0.18774583979357184,0
55,management,university.degree,landline-sourced,may,tue,416,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100634,34.0,0.21198609854712766,0
45,technician,professional.course,landline-sourced,may,tue,37,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100635,9.75,0.1929940473576769,0
36,admin.,university.degree,landline-sourced,may,tue,132,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100636,18.5,0.2272242313235064,0
32,admin.,university.degree,landline-sourced,may,tue,530,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100637,27.25,0.22995151461197844,0
35,technician,unknown,landline-sourced,may,tue,175,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100638,27.25,0.22612542693283552,0
55,management,university.degree,landline-sourced,may,tue,90,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100639,34.0,0.21198609854712766,0
49,housemaid,basic.4y,landline-sourced,may,tue,524,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100640,18.5,0.18141325742345882,0
29,admin.,high.school,landline-sourced,may,tue,29,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100641,12.0,0.21907127855148012,0
34,blue-collar,basic.4y,landline-sourced,may,tue,311,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100642,12.0,0.18954346302071698,0
54,retired,high.school,landline-sourced,may,tue,412,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100643,9.75,0.274187431565258,0
36,technician,professional.course,landline-sourced,may,tue,211,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100644,34.0,0.19847200175347995,0
30,management,university.degree,landline-sourced,may,tue,312,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100645,9.75,0.2285831552431434,0
33,housemaid,university.degree,landline-sourced,may,tue,392,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100646,27.25,0.21531061556743958,0
37,blue-collar,high.school,landline-sourced,may,tue,191,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100647,46.5,0.1998948228006419,0
36,technician,basic.9y,landline-sourced,may,tue,284,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100648,34.0,0.20464534709057686,0
33,blue-collar,high.school,landline-sourced,may,tue,328,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100649,46.5,0.2023799872125603,0
32,housemaid,high.school,landline-sourced,may,tue,100,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100650,12.0,0.20368157517741017,0
32,housemaid,high.school,landline-sourced,may,tue,226,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100651,12.0,0.20368157517741017,0
50,blue-collar,basic.4y,landline-sourced,may,tue,507,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100652,34.0,0.1802217653922435,0
39,blue-collar,basic.9y,landline-sourced,may,tue,333,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100653,34.0,0.1868210752375143,0
51,blue-collar,unknown,landline-sourced,may,tue,128,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100654,34.0,0.19878960423022174,0
33,services,high.school,landline-sourced,may,tue,322,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100655,18.5,0.2016419274921474,0
33,services,basic.4y,landline-sourced,may,tue,202,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100656,18.5,0.18943414001740044,0
56,management,university.degree,landline-sourced,may,tue,92,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100657,12.0,0.21134090201050706,0
39,management,university.degree,landline-sourced,may,tue,205,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100658,34.0,0.22250482418309062,0
33,self-employed,university.degree,landline-sourced,may,tue,739,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100659,46.5,0.22630540261345655,0
59,retired,basic.4y,landline-sourced,may,tue,273,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100660,34.0,0.2553193067711979,0
42,admin.,unknown,landline-sourced,may,tue,339,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100661,18.5,0.21854855426765157,0
43,services,high.school,landline-sourced,may,tue,262,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100662,18.5,0.19548905064590266,0
35,admin.,university.degree,landline-sourced,may,tue,308,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100663,27.25,0.2279039052196296,0
46,blue-collar,basic.6y,landline-sourced,may,tue,467,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100664,18.5,0.2140896096387647,0
27,technician,basic.9y,landline-sourced,may,tue,245,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100665,12.0,0.21036780390159648,0
47,admin.,university.degree,landline-sourced,may,tue,160,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100666,46.5,0.2198424510190421,0
31,admin.,university.degree,landline-sourced,may,tue,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100667,46.5,0.2306369116332,0
32,blue-collar,basic.9y,landline-sourced,may,tue,477,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100668,27.25,0.1909678938040237,0
54,admin.,high.school,landline-sourced,may,tue,65,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100669,34.0,0.20298313512259716,0
56,management,university.degree,landline-sourced,may,tue,191,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100670,12.0,0.21134090201050706,0
48,services,high.school,landline-sourced,may,tue,196,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100671,27.25,0.1924663414478215,0
44,admin.,high.school,landline-sourced,may,tue,221,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100672,9.75,0.2093105160742845,0
46,admin.,high.school,landline-sourced,may,tue,197,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100673,27.25,0.20803353534488572,0
45,services,high.school,landline-sourced,may,tue,178,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100674,9.75,0.19427567460273334,0
43,admin.,professional.course,landline-sourced,may,tue,221,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100675,46.5,0.19159232124923933,0
40,admin.,high.school,landline-sourced,may,tue,64,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100676,12.0,0.21188174044339086,0
56,management,university.degree,landline-sourced,may,tue,75,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100677,12.0,0.21134090201050706,0
47,entrepreneur,professional.course,landline-sourced,may,tue,400,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100678,46.5,0.1927500582312641,0
39,management,university.degree,landline-sourced,may,tue,378,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100679,34.0,0.22250482418309062,0
48,technician,basic.4y,landline-sourced,may,tue,118,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100680,27.25,0.19695709762771704,0
45,housemaid,professional.course,landline-sourced,may,tue,1597,1.1,93.994,-36.4,4.857,5191.0,1,Vendor B - Coastal Direct,100681,34.0,0.17825945774675256,0
36,self-employed,university.degree,landline-sourced,may,tue,346,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100682,27.25,0.22428080396119585,0
49,management,professional.course,landline-sourced,may,tue,107,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100683,12.0,0.18567318737996819,0
46,services,high.school,landline-sourced,may,tue,60,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100684,9.75,0.1936711333226951,0
38,blue-collar,basic.9y,landline-sourced,may,tue,276,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100685,27.25,0.1874092039172299,0
50,housemaid,basic.4y,landline-sourced,may,tue,176,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100686,18.5,0.18083975769713753,0
27,admin.,high.school,landline-sourced,may,tue,390,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100687,18.5,0.2203971575388334,0
40,technician,professional.course,landline-sourced,may,tue,251,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100688,9.75,0.19602303246868577,0
46,management,university.degree,landline-sourced,may,tue,716,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100689,12.0,0.21785759785468423,0
40,admin.,university.degree,landline-sourced,may,tue,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100690,12.0,0.2245198632375011,0
33,management,university.degree,landline-sourced,may,tue,125,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100691,12.0,0.22654414580133628,0
54,retired,high.school,landline-sourced,may,tue,234,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100692,9.75,0.274187431565258,0
52,blue-collar,basic.4y,landline-sourced,may,tue,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100693,46.5,0.17908205767127156,0
53,admin.,university.degree,landline-sourced,may,tue,13,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100694,12.0,0.21588926872152076,0
49,services,high.school,landline-sourced,may,tue,296,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100695,12.0,0.19186608967782018,0
42,blue-collar,basic.4y,landline-sourced,may,tue,114,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100696,12.0,0.18483717925770962,0
49,housemaid,basic.4y,landline-sourced,may,tue,283,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100697,18.5,0.18141325742345882,0
40,entrepreneur,basic.9y,landline-sourced,may,tue,109,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100698,12.0,0.20313568355009176,0
59,admin.,university.degree,landline-sourced,may,tue,132,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100699,9.75,0.21198785638944254,0
51,self-employed,basic.9y,landline-sourced,may,tue,144,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100700,9.75,0.1901389116495979,0
57,housemaid,basic.6y,landline-sourced,may,tue,121,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100701,46.5,0.2077068238666976,0
